name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,seasons,start_season,end_season,drafted
Brett Prahl,2.0574,102.06,Forward,29.25,16,16.6,2.2,3.5,0.638,2.2,3.3,0.662,0,0.2,0.19,0.9,1.5,0.645,0.6,0.3,0.7,5.4,1.1,1.8,2.9,1,4,2015,2018,FALSE
Casey Prather,1.9811999999999999,96.1632,Forward,31.75,9.75,15.9,2.4,4.3,0.569,2.3,4,0.585,0.1,0.3,0.313,1.3,2,0.634,0.9,0.6,0.4,6.2,1.2,1.8,3,1.2,4,2011,2014,FALSE
Shaun Pratl,2.032,104.328,Forward,28.5,10.5,17.5,2.8,5.5,0.509,2.7,5.3,0.52,0.1,0.3,0.313,1.6,2.5,0.636,1.2,0.6,0.4,7.3,1.5,2.2,3.7,1.2,2,2010,2011,FALSE
Anthony Pratt,1.9811999999999999,90.72,Forward,29,1,10.5,1.2,1.8,0.654,1.2,1.8,0.667,0,0,0,0.4,1,0.464,0.3,0.1,0.4,2.8,0.8,1.7,2.5,0.6,1,2016,2016,FALSE
Raymon Pratt,1.905,89.3592,Guard,26.5,8.5,14.4,1.8,3.8,0.456,1.6,3,0.516,0.2,0.8,0.233,0.8,1.3,0.597,0.5,0.3,0.1,4.5,0.6,1.3,1.9,0.8,2,2017,2018,FALSE
Will Pratt,1.9558,101.60640000000001,Forward,30.5,15.5,22.8,5.4,10.9,0.501,4.8,8.7,0.547,0.7,2.2,0.316,4.1,6.4,0.639,1.1,1.2,0.2,15.7,1.3,3,4.3,2.9,2,2010,2011,FALSE
Wendell Preadom,1.8541999999999998,92.988,Guard,25.2,8.2,17.2,1.5,3.9,0.391,1.2,2.8,0.435,0.3,1,0.269,1.5,2.1,0.692,1.1,0.6,0.1,4.8,0.6,1.7,2.3,1.1,5,2006,2010,FALSE
Preye Preboye,1.9811999999999999,99.792,Guard,26.5,0.5,10.1,0.9,2.5,0.37,0.9,2.2,0.39,0.1,0.3,0.235,0.5,0.7,0.658,0.4,0.4,0.1,2.4,0.8,1.7,2.5,1.1,2,2010,2011,FALSE
Avibakuro Preh,2.0574,98.8848,Center,29,21.5,20.4,1.1,1.6,0.688,1.1,1.6,0.688,0,0,0,0.5,0.8,0.563,0.3,0.5,1.2,2.7,1.2,2.2,3.4,0.7,2,2013,2014,FALSE
Chris Prescott,1.8796,86.184,Guard,24.2,6.8,16.7,1.7,5.2,0.329,0.7,1.9,0.367,1,3.3,0.307,0.7,0.9,0.728,0.8,0.3,0.1,5.1,0.2,1,1.2,1.2,5,2009,2013,FALSE
Sam Prescott,1.905,83.916,Guard,22.8,14.2,27.6,3.7,9.2,0.397,2.2,5,0.442,1.4,4.2,0.343,1.8,2.5,0.729,1.3,0.9,0.3,10.6,1.1,2.8,3.8,1.8,5,2010,2014,FALSE
Tevin Prescott,1.9558,81.648,Forward,25,11.25,18.1,2.1,3.7,0.586,2.1,3.6,0.588,0,0,0,1,1.8,0.568,0.2,0.6,0.5,5.3,1.5,1.9,3.4,0.7,4,2013,2017,FALSE
Matt Pressey,1.8796,88.452,Guard,34,22,21.4,2.1,5.2,0.406,1.6,3.4,0.453,0.5,1.7,0.314,1.2,1.8,0.686,1.6,0.8,0.1,6,0.7,1.8,2.4,1.1,2,2011,2012,FALSE
Phil Pressey,1.8034,79.38,Guard,33,27,29.7,3.2,8.2,0.395,2.1,4.9,0.429,1.2,3.3,0.347,2.1,2.7,0.757,5.9,2,0.1,9.7,0.6,2.3,3,2.7,3,2011,2013,FALSE
Bryce Pressley,1.9304,90.72,Guard,30.75,25.25,27.4,3.2,7.2,0.44,1.9,4,0.472,1.3,3.2,0.399,1.4,1.9,0.739,2.6,1,0.4,9,1,2.6,3.6,1.3,4,2013,2016,FALSE
Jervon Pressley,2.032,113.4,Forward,22.4,14.4,19.7,2,4.8,0.428,2,4.8,0.43,0,0,0,1.6,2.9,0.54,0.6,0.3,1.2,5.6,1.7,3,4.7,1.9,5,2012,2016,FALSE
Lachlan Prest,2.0065999999999997,94.8024,Forward,11,10,23.8,1.8,4.7,0.385,0.6,1.3,0.448,1.2,3.4,0.36,0.3,0.3,0.857,1.3,0.3,0.3,5.1,0.4,1.8,2.1,1.4,2,2012,2013,FALSE
Ryan Preston,2.0065999999999997,104.328,Forward,21,0,7,0.9,1.6,0.545,0.9,1.5,0.571,0,0.1,0,0.2,0.4,0.533,0.2,0.2,0.4,1.9,0.6,1.2,1.8,0.2,2,2018,2019,FALSE
Shaq Preston,1.905,87.9984,Guard,16.25,2.25,13.6,1.5,3.5,0.413,1.3,2.8,0.454,0.2,0.7,0.255,0.8,1.4,0.602,0.6,0.5,0.3,3.9,0.6,1.3,1.9,1,4,2015,2018,FALSE
Donte Pretlow,1.8288,83.916,Guard,30.25,15.5,23,1.6,5.4,0.302,1.4,4.1,0.335,0.3,1.3,0.197,0.9,1.5,0.592,2.8,1.1,0,4.4,0.5,1.9,2.4,1.7,4,2013,2016,FALSE
Walter Prevost,2.032,106.596,Forward,16,4.5,15.4,2.1,3.8,0.545,2.1,3.8,0.545,0,0,0,1.3,2.2,0.606,0.3,0.3,0.5,5.5,1.3,1.3,2.5,1.1,2,2018,2020,FALSE
Omar Prewitt,1.9811999999999999,86.184,Guard,31.5,23.25,30.3,5,10.6,0.467,3.5,6.4,0.544,1.5,4.3,0.352,3.1,4.4,0.703,2.5,0.9,0.6,14.5,0.8,4.3,5.1,1.9,4,2014,2017,FALSE
Dion Prewster,1.9558,92.988,Forward,29,3,17.3,1.7,3.9,0.446,1.1,2.3,0.485,0.6,1.6,0.391,1.1,1.4,0.738,1.2,0.3,0.2,5.1,1.3,1.8,3.1,1.2,1,2011,2011,FALSE
DeAngelo Priar,1.905,82.5552,Guard,31.5,29,28,3.5,9.2,0.375,2.4,5.6,0.425,1.1,3.7,0.299,2.3,3.7,0.606,1.8,1.2,0.2,10.3,1.3,2.8,4.1,2,2,2014,2015,FALSE
Austin Price,1.905,83.916,Guard,31.5,28.5,29.7,4,9.3,0.425,2.1,4.5,0.462,1.9,4.9,0.392,1.7,2.3,0.747,1.7,1.4,0.4,11.5,0.7,2.3,2.9,1.5,4,2014,2017,FALSE
Brandon Price,1.7526,68.4936,Guard,18,0.5,5.8,0.4,1.1,0.35,0.3,0.7,0.375,0.1,0.4,0.313,0.6,0.8,0.667,0.6,0.2,0,1.5,0.3,0.2,0.4,0.6,2,2014,2015,FALSE
DeVantae Price,1.8796,86.184,Guard,13.5,0.5,7.9,0.8,1.8,0.429,0.7,1.7,0.435,0,0.1,0.333,0.9,1.5,0.61,0.4,0.3,0,2.5,0.8,1.1,1.9,0.6,2,2017,2018,FALSE
Devin Price,1.8541999999999998,77.112,Guard,28.5,22.5,29.6,3.4,9.2,0.367,1.9,4.7,0.393,1.5,4.5,0.339,2.6,3.3,0.796,2.4,0.9,0.1,10.9,0.5,1.9,2.4,2,4,2010,2013,FALSE
Hudson Price,1.9811999999999999,90.72,Guard,18,3.8,16.6,1.4,3.3,0.416,0.7,1.5,0.473,0.7,1.8,0.37,0.8,1.1,0.74,0.6,0.4,0.2,4.2,0.4,1.7,2.1,0.8,5,2014,2018,FALSE
Jeremy Price,2.032,122.472,Forward,31.5,15.25,20.3,2.9,5.8,0.507,2.9,5.7,0.508,0,0,0.4,1.6,2.3,0.702,0.8,0.5,0.5,7.5,1.5,2.7,4.1,1.8,4,2008,2011,FALSE
Jodan Price,2.0065999999999997,81.648,Guard,17.2,2,12.1,1.1,3.7,0.29,0.3,1,0.333,0.8,2.8,0.274,0.3,0.5,0.641,0.3,0.4,0.4,3.2,0.2,1.1,1.3,0.5,5,2013,2017,FALSE
Jordan Price,1.9558,99.792,Guard,24.2,19.4,29.8,4.8,12,0.399,2.7,6,0.44,2.1,5.9,0.357,2.9,3.9,0.76,2.2,0.8,0.3,14.6,0.5,3.4,4,2.5,5,2013,2017,FALSE
Kaimarr Price,2.032,106.596,Forward,28,24,29.6,4.2,9.2,0.453,4.2,9.1,0.459,0,0.1,0,2.4,3.8,0.626,1.6,0.6,0.8,10.8,1.9,4.8,6.7,2.5,1,2011,2011,FALSE
Khari Price,1.7526,77.112,Guard,19,14.2,24.1,1.9,5,0.387,0.8,1.9,0.424,1.1,3.1,0.364,1.5,1.8,0.85,2.6,0.8,0.1,6.5,0.3,1.7,2.1,1.4,5,2013,2017,FALSE
Quinn Price,2.0574,92.988,Forward,13.5,0.5,7.3,0.4,1,0.37,0.4,1,0.37,0,0,0,0.1,0.2,0.5,0.1,0.2,0.5,0.9,0.6,1.1,1.7,0.4,2,2015,2016,FALSE
R.J.  Price,1.8034,81.648,Guard,32.75,32.5,29.8,4.2,11.3,0.368,1.9,4.8,0.386,2.3,6.5,0.355,2,2.8,0.708,2.8,1.3,0.1,12.6,0.4,2.3,2.7,1.9,4,2012,2015,FALSE
Reggie Price,1.905,88.452,Guard,16.5,0,6,0.6,2.1,0.304,0.3,0.8,0.36,0.4,1.3,0.273,0,0.1,0.25,0.1,0.2,0,1.7,0.4,0.6,1,0.3,2,2013,2014,FALSE
Sheridan Price,2.0065999999999997,95.256,Forward,5,0.5,3.4,0,0.5,0,0,0.5,0,0,0,0,0.2,0.2,1,0,0.1,0,0.2,0,0.2,0.2,0,2,2009,2010,FALSE
T.J. Price,1.9304,101.1528,Guard,31.25,27,31,4.6,11.4,0.408,2.4,5.2,0.45,2.3,6.2,0.372,2.7,3.5,0.759,2.5,1,0.2,14.3,0.9,3.7,4.6,2.4,4,2012,2015,FALSE
Taj Price,2.0065999999999997,95.256,Forward,11,0,4.8,0.6,1.3,0.477,0.6,1.2,0.5,0.1,0.2,0.333,0.6,0.8,0.808,0.2,0.2,0.2,2,0.5,0.8,1.3,0.3,3,2017,2019,FALSE
TeAllen Price,2.0574,120.20400000000001,Center,5,0,6.3,0.4,1.3,0.308,0.4,1.3,0.308,0,0,0,0.3,0.9,0.333,0,0.2,0,1.1,0.7,0.4,1.1,0.6,2,2009,2010,FALSE
Zach Price,2.0827999999999998,113.4,Center,22.333333333333332,12.666666666666666,12,1.3,2.6,0.503,1.3,2.6,0.503,0,0,0,0.8,1.5,0.545,0.1,0.2,0.4,3.4,1.1,1.8,2.8,0.7,3,2012,2016,FALSE
Nathan Priddy,1.8796,83.916,Guard,19,12.5,21.5,2.3,6.1,0.372,1,2.6,0.388,1.3,3.5,0.361,0.5,0.6,0.864,2.1,0.5,0,6.3,0.3,2,2.3,1.5,2,2018,2019,FALSE
Justin Pride,1.778,81.648,Guard,34,5.5,17.5,1,2.7,0.365,1,2.6,0.369,0,0.1,0.2,1.5,2.5,0.592,2.6,1,0.1,3.4,0.6,1.6,2.2,1.3,2,2016,2017,FALSE
Robby Pride,1.8288,88.452,Guard,24.5,5.75,17.3,1.7,4.2,0.412,1.2,2.6,0.488,0.5,1.6,0.291,0.8,1.1,0.738,1.2,0.8,0.1,4.7,0.7,1.5,2.2,1.2,4,2007,2010,FALSE
Sayeed Pridgett,1.9558,91.17360000000001,Guard,32.75,19.5,27,5.4,10.1,0.53,5.1,9.2,0.552,0.3,0.9,0.302,1.8,2.7,0.672,2.2,1.1,0.5,12.8,1.2,3.8,5,2.3,4,2017,2020,FALSE
Steven Priestley,1.9558,111.132,Forward,16.5,0.5,4,0.2,0.5,0.4,0.2,0.5,0.412,0,0,0,0.2,0.5,0.484,0,0.1,0.1,0.7,0.4,0.6,1,0.2,4,2008,2011,FALSE
Nedeljko Prijovic,2.032,95.256,Forward,24.25,9.5,21.3,2.4,5.5,0.428,1.6,2.9,0.55,0.8,2.6,0.292,0.8,1.1,0.685,1.1,0.6,0.6,6.2,1,3.2,4.2,1.1,4,2017,2020,FALSE
Tim Priller,2.0574,99.792,Forward,8.75,0,2,0.3,0.5,0.5,0.3,0.4,0.692,0,0.1,0,0.2,0.3,0.8,0.1,0.1,0.1,0.7,0.2,0.4,0.6,0.1,4,2015,2018,FALSE
Logan Primerano,1.9304,77.112,Guard,29.5,0.5,19.4,2.2,4.9,0.452,1.8,3.6,0.488,0.5,1.3,0.354,1.6,2.1,0.793,1.5,0.6,0.2,6.6,0.6,2.1,2.7,1.5,2,2016,2017,FALSE
J.P. Primm,1.8541999999999998,88.452,Guard,32.5,28.75,31.1,4,9.7,0.41,2.4,5.1,0.471,1.6,4.6,0.343,3.5,4.4,0.791,4.7,1.9,0.1,13,0.7,2.8,3.5,3,4,2009,2012,FALSE
Andre Prince,1.8288,81.648,Guard,4,0,3.5,0,0.3,0,0,0,0,0,0.3,0,0.5,0.5,1,0.5,0,0,0.5,0,0.3,0.3,0.3,1,2011,2011,FALSE
C.J. Prince,1.905,90.72,Guard,14.666666666666666,0.6666666666666666,10.8,1,3.3,0.301,0.1,0.6,0.16,0.9,2.7,0.331,0.4,0.6,0.76,0.3,0.3,0,3.3,0.3,0.7,0.9,0.6,3,2006,2010,FALSE
J.P. Prince,2.0065999999999997,92.988,Guard,25.2,11.2,20.7,2.9,5.8,0.505,2.7,4.9,0.555,0.2,0.9,0.225,1.5,2.6,0.597,2.5,1.2,0.5,7.6,1.3,2,3.3,1.8,5,2006,2010,FALSE
Roschon Prince,1.9811999999999999,104.328,Forward,25.4,10.8,19.8,2.5,5.2,0.48,2.5,5.1,0.489,0,0.1,0,2.4,3.5,0.685,0.8,0.6,0.3,7.4,1.7,3,4.7,1.1,5,2014,2018,FALSE
Taevaunn Prince,1.905,97.524,Guard,29.5,3,15.1,1.8,3.8,0.471,1.6,3.2,0.511,0.2,0.6,0.27,1.8,2.7,0.686,0.4,0.4,0.1,5.6,1,1.8,2.8,1,2,2012,2013,FALSE
Taurean Prince,2.0065999999999997,97.524,Forward,32.25,10.5,20.2,3.6,7.9,0.46,2.6,5.2,0.504,1,2.7,0.376,2,2.8,0.718,1.1,0.9,0.5,10.2,1.6,2.7,4.2,1.7,4,2013,2016,TRUE
Pieter Prinsolo,2.0827999999999998,102.06,Forward,26.5,2.75,8.8,0.5,1.3,0.383,0.4,0.9,0.415,0.1,0.4,0.319,0.2,0.4,0.667,0.1,0.1,0.4,1.4,0.6,1,1.6,0.4,4,2011,2014,FALSE
Rogers Printup,1.9304,92.988,Guard,23.5,5.75,14.5,1.1,2.8,0.378,0.4,0.7,0.544,0.7,2.1,0.32,0.3,0.3,0.893,0.5,0.4,0.2,3,0.3,1.6,1.9,0.4,4,2016,2020,FALSE
Jared Printy,1.9304,83.916,Guard,27,4.25,14.1,1.1,2.9,0.375,0.3,0.6,0.485,0.8,2.3,0.344,0.4,0.5,0.782,0.5,0.2,0.1,3.4,0.1,0.9,1,0.4,4,2017,2020,FALSE
Jordan Printy,1.9304,83.916,Guard,31.25,16.75,23.6,2.2,5.9,0.382,0.5,1.5,0.342,1.7,4.3,0.397,0.4,0.6,0.692,1.5,0.6,0.1,6.6,0.3,1.6,1.9,0.8,4,2009,2012,FALSE
Jesse Pritchard,1.9558,95.256,Guard,25,3.25,12.2,0.6,1.9,0.332,0.2,0.6,0.361,0.4,1.3,0.318,0.4,0.5,0.667,0.4,0.2,0.1,2,0.5,1.1,1.7,0.4,4,2011,2014,FALSE
Payton Pritchard,1.8796,86.184,Guard,36,35,33.7,4.6,10.4,0.437,2.6,5.2,0.495,2,5.3,0.379,2.3,2.9,0.8,4.6,1.5,0,13.5,0.7,3.2,3.8,2,4,2017,2020,TRUE
Tom Pritchard,2.0574,111.132,Forward,32.5,18.75,18.9,1.7,3.3,0.529,1.7,3.3,0.532,0,0,0,0.8,1.7,0.5,0.7,0.4,0.5,4.3,1.6,2.1,3.7,1.1,4,2009,2012,FALSE
KiShawn Pritchett,1.9811999999999999,102.06,Guard,31.666666666666668,27.333333333333332,24.1,1.9,4.6,0.42,0.9,1.8,0.497,1.1,2.9,0.371,0.7,1,0.742,2.6,0.6,0.3,5.7,0.8,2,2.8,1.6,3,2017,2019,FALSE
Matt Pritchett,1.9304,90.72,Guard,6,0,8.5,0.5,2.3,0.214,0.5,1.3,0.375,0,1,0,0.2,0.3,0.5,0.2,0.2,0,1.2,0.2,0.7,0.8,0.5,1,2011,2011,FALSE
Najee Pritchett,1.9304,95.256,Guard,32,0,8.1,0.7,2.1,0.324,0.3,0.5,0.588,0.4,1.6,0.235,0.3,0.8,0.385,0.3,0.1,0.1,2.1,0.4,0.6,1,0.1,1,2016,2016,FALSE
Brevin Pritzl,1.905,92.5344,Guard,24.4,5.6,21.8,2,4.8,0.403,0.8,1.7,0.471,1.1,3.1,0.366,1,1.2,0.833,0.6,0.5,0.1,6.1,0.7,2.2,2.8,0.5,5,2016,2020,FALSE
Marvin Prochet,2.0065999999999997,93.8952,Forward,31.75,30,30.6,3.6,8.9,0.408,2.3,5.2,0.433,1.4,3.7,0.372,1.9,2.7,0.706,1.4,0.7,0.9,10.6,1.8,4.8,6.5,1.2,4,2016,2019,FALSE
Antoine Proctor,1.905,90.72,Guard,8,3,23.3,1.9,5.4,0.349,1.4,3.6,0.379,0.5,1.8,0.286,2.3,3.1,0.72,3.5,1.4,0,6.5,0.6,3.4,4,3.1,1,2011,2011,FALSE
Jahaad Proctor,1.905,92.988,Guard,23.8,15.4,26.5,4.3,9.8,0.441,3,5.9,0.508,1.3,3.8,0.338,2.3,3,0.776,2.2,0.9,0.2,12.2,0.5,2.4,2.9,1.5,5,2016,2020,FALSE
Mike Proctor,2.032,102.06,Forward,29.5,17.75,21.2,2.7,5.3,0.51,2.7,5.2,0.518,0,0.1,0,1.6,2.6,0.638,1.1,0.7,0.4,7,1.8,3.8,5.6,1.5,4,2009,2012,FALSE
Milan Prodanovic,1.8796,81.648,Guard,30.5,21,26,2.2,6.3,0.352,0.9,2.3,0.386,1.4,4.1,0.333,0.9,1.2,0.776,1.2,0.9,0.1,6.7,0.5,1.9,2.4,1.3,4,2007,2010,FALSE
Ty Proffitt,1.9304,86.184,Guard,19.8,15,25.2,2.2,5.5,0.397,0.9,2.3,0.417,1.3,3.3,0.384,1.2,1.5,0.811,1.6,0.6,0,6.8,0.4,1.3,1.7,1.1,5,2008,2012,FALSE
Jeffrey Prophete,1.8796,83.916,Guard,13,0,5,0.1,0.6,0.125,0.1,0.5,0.167,0,0.2,0,0.1,0.2,0.5,0.5,0.2,0,0.2,0,0.3,0.3,0.6,1,2018,2018,FALSE
Jordan Prosser,2.032,111.132,Center,31,16.75,21,2.3,4.6,0.493,2.3,4.6,0.493,0,0,0,1,1.7,0.592,0.3,0.3,0.2,5.5,1.7,3,4.7,0.9,4,2011,2014,FALSE
Lamont Prosser,2.032,124.74,Center,11,0,7,0.6,1.2,0.538,0.6,1.2,0.538,0,0,0,0.5,0.9,0.5,0.2,0.1,0.3,1.7,0.5,1.3,1.8,0.7,2,2013,2014,FALSE
Nevell Provo,1.8288,81.648,Guard,19.666666666666668,1.3333333333333333,8.5,0.4,1.7,0.255,0.2,0.5,0.344,0.3,1.2,0.214,0.1,0.1,0.625,0.6,0.3,0,1.2,0.1,0.5,0.6,0.5,3,2016,2018,FALSE
Blake Provost,1.778,77.112,Guard,12.5,0.5,5.8,0.2,0.8,0.211,0.1,0.2,0.333,0.1,0.5,0.154,0.1,0.2,0.75,0.2,0.3,0,0.5,0,0.4,0.4,0.4,2,2013,2014,FALSE
Brandon Provost,1.905,85.7304,Guard,22,19,28.1,3.4,7.8,0.433,1.3,3,0.412,2.1,4.7,0.447,2.5,3.1,0.803,1.7,0.8,0.3,11.4,0.3,2.8,3.1,1.7,5,2009,2013,FALSE
Shawn Prudhomme,1.9304,97.524,Forward,34,16.5,26.3,5,11,0.452,3.2,6.2,0.515,1.8,4.8,0.371,1.7,2.3,0.765,0.9,0.9,0.8,13.5,1.2,3.4,4.6,1.4,2,2016,2017,FALSE
Jelani Pruitt,1.9558,83.916,Guard,30,1,15.6,2.6,6.1,0.426,2.4,5.3,0.447,0.2,0.8,0.292,1.1,2.1,0.531,0.8,0.5,0.1,6.6,1.4,2.4,3.9,1.6,1,2018,2018,FALSE
Nigel Pruitt,2.0065999999999997,81.648,Forward,29,15.5,21.1,2.6,6.8,0.385,1.3,3,0.447,1.3,3.8,0.337,1.6,2.2,0.746,0.9,0.9,0.3,8.2,0.9,2.1,3,1.4,4,2013,2016,FALSE
Grant Prusator,1.8288,77.5656,Guard,28,0.5,6.4,0.7,1.8,0.366,0.1,0.2,0.3,0.6,1.6,0.374,0.1,0.3,0.5,0.2,0.1,0,2.1,0.1,0.4,0.5,0.1,2,2015,2016,FALSE
Greg Pryor,1.8541999999999998,88.452,Guard,31.5,30.75,26.7,2.8,7,0.405,1.7,3.5,0.475,1.2,3.5,0.333,2.7,3.5,0.776,2.7,1.3,0.1,9.5,0.5,1.8,2.3,2,4,2014,2017,FALSE
Rodney Pryor,1.9558,92.988,Guard,32,28,31.3,6.2,13.2,0.465,3.9,7.4,0.532,2.2,5.9,0.381,2.6,3.3,0.793,1.6,1.1,0.6,17.1,1.3,4.5,5.8,2,3,2015,2017,FALSE
Markos Psimitis,1.9558,88.452,Guard,9.5,0,1.6,0.1,0.4,0.286,0,0.1,0,0.1,0.3,0.333,0.1,0.3,0.333,0.1,0,0,0.4,0.2,0,0.2,0.1,2,2017,2018,FALSE
Robby Ptacek,1.905,95.256,Guard,28,25.25,33,4.6,11.2,0.407,3.5,8,0.438,1,3.2,0.328,3.5,3.9,0.887,2,0.9,0.1,13.7,0.7,2.7,3.4,2.6,4,2009,2012,FALSE
Tyler Ptacek,1.905,79.38,Guard,22,0,6.9,0.5,1.6,0.306,0,0.4,0,0.5,1.2,0.407,0.3,0.3,1,0.2,0,0,1.8,0.3,0.2,0.5,0.4,1,2014,2014,FALSE
Joey Ptasinski,1.905,80.2872,Guard,29.75,17.5,28.7,3.2,7.1,0.458,1.1,2.2,0.523,2.1,4.9,0.429,0.7,0.9,0.807,1.7,0.9,0.1,9.3,0.3,2.1,2.4,1,4,2012,2015,FALSE
Jarvis Pugh,1.9811999999999999,92.988,Forward,22.75,8.75,18.8,1.7,3.6,0.455,1.3,2.6,0.511,0.4,1.1,0.323,0.6,1.1,0.558,1,0.6,0.2,4.3,1,2.4,3.4,0.8,4,2015,2018,FALSE
Malik Pugh,1.8541999999999998,74.844,Guard,18.333333333333332,1.3333333333333333,8.4,1,2.3,0.433,0.8,1.5,0.518,0.2,0.8,0.262,0.5,1.1,0.517,1.1,0.3,0,2.7,0.1,0.5,0.6,1,3,2015,2017,FALSE
Quasim Pugh,1.8034,79.38,Guard,10.2,0.2,7.6,0.5,1.5,0.295,0.4,1,0.346,0.1,0.5,0.192,0.7,0.9,0.729,0.8,0.3,0,1.7,0.1,0.8,0.9,0.7,5,2009,2013,FALSE
William Pugh,1.905,88.452,Guard,17,0.5,12.4,1.4,4.2,0.319,0.9,2.2,0.387,0.5,2,0.246,0.9,1,0.829,0.8,0.8,0,4.1,0.6,1.5,2.1,0.7,2,2011,2012,FALSE
John Puk,2.0827999999999998,106.596,Center,33,24.25,21.6,1.6,3.6,0.461,1.6,3.6,0.461,0,0,0,0.9,1.2,0.704,0.5,0.2,0.8,4.2,1.1,2.7,3.8,1.1,4,2011,2014,FALSE
Robert Puleikis,2.0827999999999998,100.2456,Center,4.5,0,2.6,0.6,0.7,0.833,0.6,0.7,0.833,0,0,0,0.2,0.6,0.4,0,0.1,0,1.3,0.3,0.2,0.6,0,2,2013,2014,FALSE
Ridas Pulkauninkas,1.9811999999999999,92.988,Guard,27,0,7.4,0.6,1.7,0.333,0.3,0.4,0.636,0.3,1.3,0.235,0.3,0.4,0.667,0.3,0.2,0,1.7,0.3,0.6,0.9,0.3,1,2010,2010,FALSE
Jacob Pullen,1.8288,90.72,Guard,33.75,28.75,29.5,4.8,11.9,0.408,2.6,5.7,0.459,2.2,6.1,0.361,3.9,5.1,0.77,3.4,1.6,0.1,15.8,0.5,1.9,2.4,2.6,4,2008,2011,FALSE
Kevin Punter,1.9304,81.648,Guard,29,28.5,32.4,5,11.2,0.443,3.2,6.4,0.504,1.7,4.8,0.362,3.9,5.1,0.776,2.6,1.5,0.2,15.6,0.3,2.4,2.7,2.1,2,2015,2016,FALSE
Makur Puou,2.0574,103.4208,Forward,32.5,29,25.9,2.9,5.7,0.512,2.9,5.7,0.515,0,0,0,1.4,2.1,0.633,1,0.5,1,7.2,1.7,3.4,5.1,1.7,2,2017,2018,FALSE
Jack Purchase,2.0574,95.256,Forward,19.6,13.8,27.5,2.9,7.1,0.411,0.9,1.5,0.59,2.1,5.7,0.365,1,1.3,0.783,2,0.5,0.5,8.9,0.7,4.1,4.8,1.3,5,2015,2019,FALSE
Carson Puriefoy,1.8288,79.38,Guard,33,20.75,27.7,3.7,9.4,0.398,2.3,5.6,0.417,1.4,3.8,0.37,3,3.9,0.77,2.6,1.1,0.2,11.9,0.5,2.2,2.7,2.2,4,2013,2016,FALSE
Danjel Purifoy,2.0065999999999997,104.328,Forward,29,17.666666666666668,22.7,2.5,6.4,0.392,1.1,2.2,0.492,1.4,4.2,0.34,1.6,1.8,0.849,1.3,1,0.2,8,0.9,2.8,3.7,1,3,2017,2020,FALSE
Preston Purifoy,1.9558,99.792,Forward,29.75,9.25,17.5,1.8,4.3,0.413,0.8,1.7,0.473,1,2.6,0.375,1.2,1.4,0.837,0.6,0.4,0.2,5.7,0.7,1.3,1.9,0.7,4,2011,2014,FALSE
P.J. Purnell,1.8796,79.38,Guard,3,0,2.7,0.7,1.3,0.5,0.7,0.7,1,0,0.7,0,0.3,0.3,1,0.3,0.3,0,1.7,0,0.3,0.3,0,1,2013,2013,FALSE
Spence Purnell,1.8796,86.184,Guard,1,0,2,0,2,0,0,0,0,0,2,0,2,2,1,1,0,0,2,0,0,0,0,1,2011,2011,FALSE
DeJuan Pursley,2.0574,97.524,Forward,25,5.5,16.3,1.4,2.9,0.483,1.4,2.9,0.483,0,0,0,0.5,1.2,0.377,0.4,0.2,0.8,3.3,0.9,2.2,3.1,1.3,2,2008,2010,FALSE
Jeremy Purvis,1.778,68.04,Guard,21.5,10.5,19.3,1,2.8,0.336,0.2,0.6,0.308,0.8,2.2,0.344,0.5,0.7,0.7,2,0.8,0.1,3.2,0.2,1.3,1.5,0.8,2,2013,2015,FALSE
Rodney Purvis,1.9304,92.988,Guard,27.4,20,29.9,4.1,10,0.416,2.5,5.3,0.461,1.7,4.6,0.363,1.6,2.6,0.638,1.8,0.8,0.1,11.6,0.5,2.5,3,1.7,5,2013,2017,FALSE
Kevin Puryear,2.0065999999999997,107.9568,Forward,32,29.75,25.7,3.3,7.7,0.432,2.8,6,0.466,0.5,1.7,0.305,2.5,3.2,0.792,0.8,0.4,0.2,9.7,1.5,3.4,4.9,1.5,4,2016,2019,FALSE
Vasa Pusica,1.9558,95.256,Guard,24.2,15,27.5,3.9,8.3,0.471,2.5,4.7,0.529,1.4,3.6,0.396,2.8,3.5,0.801,3.3,0.9,0.1,12,0.4,2.9,3.4,2.3,5,2015,2019,FALSE
Raphiael Putney,2.0574,83.916,Forward,32.75,21.5,21.3,2.9,6.6,0.447,2,3.7,0.548,0.9,2.9,0.318,1,1.3,0.744,1.2,0.7,1.2,7.8,1.1,3.7,4.8,1.6,4,2011,2014,FALSE
Brandon Pye,1.8288,79.38,Guard,31.5,22.5,24.2,2.6,6.3,0.409,1.1,2.7,0.42,1.4,3.6,0.401,0.7,0.9,0.786,0.8,0.7,0,7.3,0.2,1,1.2,0.7,4,2013,2016,FALSE
James Pyle,1.905,79.38,Guard,12.666666666666666,0.3333333333333333,1.7,0.1,0.4,0.286,0.1,0.2,0.5,0,0.2,0.125,0,0.1,0,0.1,0,0,0.2,0.1,0.1,0.2,0.1,3,2017,2019,FALSE
